session_id,target
1,9.486237947342618e-05
2,1.519071027705914e-08
3,1.5210113831312684e-10
4,2.853416314117574e-10
5,2.3506025011250407e-05
6,4.124729222842145e-06
7,0.0013003849346942984
8,0.00022818389345629462
9,3.4720750731650076e-05
10,0.002874008350128555
11,1.7368395798853704e-05
12,3.184423669242394e-06
13,6.057439293731348e-06
14,0.013332529588204106
15,9.176566322823371e-05
16,0.00017410163218836954
17,0.027806669110172936
18,6.27114186012235e-07
19,0.0008174957633919057
20,2.5593442454355687e-08
21,0.09773879733146974
22,8.421835182225865e-11
23,3.215050461304965e-05
24,1.9509701319686426e-05
25,0.09412139957246247
26,1.363350059240594e-09
27,1.0148680549687535e-05
28,1.6357820361939845e-09
29,0.02378663877422425
30,3.9835963224774404e-05
31,0.02506990626909652
32,0.06770453852960434
33,2.084782887767251e-05
34,9.869033003905397e-09
35,0.03850906908734382
36,0.0006313411821216525
37,1.0851457002207775e-11
38,1.6441308723166697e-08
39,3.9835963224774404e-05
40,6.032866709700336e-07
41,0.0009737121252117262
42,2.72393772708297e-05
43,2.684828361477381e-06
44,7.813725216975402e-06
45,0.14799711346252084
46,2.1497024275358012e-06
47,0.00015469256494604223
48,6.526203212898166e-06
49,1.776703922501094e-05
50,1.588868908844597e-07
51,1.500542243873734e-10
52,5.193096918606409e-06
53,0.045002044437165545
54,5.0598937527524444e-05
55,1.104842649148418e-06
56,5.7904672886131946e-05
57,1.139561590335618e-08
58,3.696168139316915e-07
59,3.2772497205295503e-07
60,1.2368266849758667e-07
61,7.693345471305004e-08
62,7.913992666365186e-05
63,1.0088839295959878e-07
64,7.473763674324699e-06
65,2.410551496531793e-07
66,8.456591596301364e-08
67,1.0641016482540825e-05
68,0.0001210762731190242
69,0.12649130994444321
70,3.48394262593796e-06
71,0.00012525998487341312
72,2.106796057419848e-05
73,0.0009072656310049349
74,9.765615763545604e-07
75,6.848518947318839e-05
76,0.00045420409787020564
77,0.0002574764873865892
78,0.003284143900848542
79,1.291199669712018e-06
80,3.168551180492835e-06
81,2.117293095874823e-06
82,6.422423557532415e-07
83,1.0663325290351756e-10
84,0.689561281331644
85,6.611236735893939e-06
86,9.592614676619105e-08
87,0.00279241515030231
88,0.00046912997804238475
89,0.0006082837608644534
90,0.07183831682851778
91,3.430093587548997e-06
92,1.5436825911625168e-07
93,0.014785233889122215
94,5.235970746643246e-05
95,0.0011152001485817424
96,1.700893659246544e-08
97,0.00011371038935785852
98,1.0262718540134263e-06
99,3.7498524163928e-07
100,8.683554016320222e-05
101,2.083644867864473e-05
102,0.0016124506554048893
103,9.150497912919212e-05
104,6.276800236907388e-05
105,1.0375463477111165e-06
106,6.478938241519719e-06
107,1.1579647560348057e-05
108,6.545691994427362e-06
109,1.20363525160319e-07
110,1.6501762085397393e-06
111,0.00017990989809338648
112,1.0138890135946143e-09
113,0.0004356637717940684
114,7.13100793840851e-08
115,4.928414301542001e-06
116,2.866946102482994e-05
117,5.511306781065209e-05
118,0.004871170290253807
119,0.00019052789670661428
120,7.807981686454483e-05
121,6.377440164292293e-07
122,6.196841458588711e-07
123,1.0404292714356996e-05
124,8.010012867234321e-07
125,0.003979220383963984
126,1.9776188993053435e-08
127,3.804005172299481e-10
128,1.0011229487164075e-05
129,0.003868125714190172
130,0.0038333047855523663
131,0.0003890363070547025
132,0.0013003849346942984
133,0.0011221616924574416
134,1.209891098735935e-06
135,2.1590207553949618e-08
136,7.473763674324699e-06
137,1.1397421795453856e-05
138,0.0023294192972887857
139,9.497991056717211e-08
140,2.1490608925568713e-05
141,5.873871269561556e-10
142,7.0640579681016895e-06
143,1.300022789843062e-05
144,0.00170715479921201
145,1.519071027705914e-08
146,0.0003726661702329586
147,1.9436782188206503e-05
148,0.0008747924020030614
149,0.001254711752933274
150,0.11286734935098679
151,8.175233017567336e-09
152,0.0427882803171381
153,5.4873086859174836e-05
154,5.883361058162144e-05
155,1.493089872852955e-05
156,3.978552091354313e-07
157,1.351569538042883e-06
158,7.473763674324699e-06
159,3.7141800590530104e-06
160,6.196841458588711e-07
161,0.002244982977368656
162,0.00010344828416630842
163,4.586229596123175e-05
164,0.003490202247002956
165,5.057975442613601e-09
166,2.1804058027565906e-07
167,0.006753362685332478
168,0.001254711752933274
169,0.0006795901406503494
170,0.0002097393490174999
171,0.0016266071244582705
172,9.927616532705072e-05
173,4.7968950879767875e-05
174,0.00012530463437860872
175,0.18193679585948014
176,0.001122238881227131
177,0.011287651253215968
178,1.6291947281049235e-08
179,1.3257528633448809e-05
180,0.00037658347022155017
181,1.0035693380100786e-05
182,0.0014447748248663354
183,1.8116153624847737e-06
184,4.155266568412521e-06
185,3.943012343402265e-06
186,1.0349941311211724e-05
187,6.601348566298387e-09
188,2.053567413321114e-08
189,0.0022542611004756387
190,2.730265669048529e-06
191,9.17553122564836e-06
192,3.0625470190671073e-06
193,0.0013800275914733055
194,0.0009009113322238932
195,2.9626343835407345e-06
196,1.27355373165961e-07
197,0.000281762261170505
198,0.0028951985250242735
199,0.028696324698190754
200,6.211280753621677e-07
201,2.1497024275358012e-06
202,0.03951982517367357
