session_id,target
1,0.003496370743293918
2,4.943323734087877e-11
3,5.662052947827441e-12
4,6.517955099709895e-09
5,1.2025673526939529e-05
6,0.0001377180146666415
7,0.0006911858031685296
8,0.00011008549422928852
9,0.0012520226003432458
10,0.09555879652222056
11,8.391618885474852e-06
12,8.15026408850315e-05
13,0.00016074296346065375
14,0.3305734638298536
15,3.0103506598717548e-05
16,0.004492018144686233
17,0.016297389362951522
18,1.7407672771898465e-05
19,0.0004992168764469907
20,1.6344340695881404e-09
21,0.06808113392926692
22,1.3820408748185445e-09
23,1.3691809242854276e-05
24,0.0008160357186949292
25,0.06998802413365207
26,4.4358811002587945e-10
27,0.0007878080252829274
28,3.157036075202151e-08
29,0.016532968553041566
30,1.9210357909933018e-05
31,0.017453352683121058
32,0.046334937581712456
33,0.0006311051822336729
34,2.1767466265714427e-09
35,0.02632127956282893
36,0.00017396393254265617
37,4.383882877808401e-10
38,3.2390603841390905e-10
39,1.9210357909933018e-05
40,1.1530254041881605e-05
41,0.0005220796799869603
42,0.0009769298486957153
43,9.528044379373907e-07
44,3.4927707480303657e-06
45,0.11875847835647076
46,4.3535405997485826e-07
47,0.010761742052988067
48,0.0003489672477982085
49,1.1105599316376546e-05
50,7.37424212970301e-06
51,1.0729419492338622e-09
52,2.293149686419819e-06
53,0.030795890231378492
54,2.6881590693615524e-05
55,6.168913455536535e-06
56,0.0030565089959333374
57,2.1599937191900337e-07
58,1.0670052154746299e-05
59,1.6976439158056366e-07
60,1.2845066537261656e-06
61,3.430096124761093e-06
62,0.001304202086422167
63,2.278686205356847e-06
64,4.3498743107269305e-05
65,7.520797238088922e-08
66,1.9720267536136473e-09
67,0.00015180973284205116
68,7.603487140552929e-05
69,0.08992804397090513
70,7.724464417159686e-05
71,6.243438493389675e-05
72,1.6976439158056366e-07
73,0.027011538415912452
74,4.943323734087877e-11
75,3.692743827219002e-05
76,0.00024057226891443454
77,0.0001557953930881982
78,0.0015201631193273153
79,1.037787132598941e-06
80,0.00010915080514847235
81,1.7437128633153665e-05
82,1.3044209414346633e-05
83,4.5810729967820175e-09
84,0.2089365343210971
85,1.6972645390163611e-06
86,6.539064533328892e-09
87,0.0013342467515313596
88,0.00025318578398421507
89,0.00026742861100488905
90,0.024974185026545363
91,7.692296793776421e-05
92,2.4306367447154226e-06
93,0.009175888833637718
94,0.0012179133807958722
95,0.03717426461987935
96,2.6890868774921866e-10
97,9.722404593919371e-05
98,2.3223795098311607e-05
99,8.977607879659932e-06
100,3.3635947307074715e-05
101,0.00070366127263953
102,0.06659970986925313
103,0.0046019619093253215
104,0.0013573366297503075
105,8.23529541741245e-07
106,0.000278398097384473
107,0.00041643955158065935
108,1.9256955867972375e-06
109,5.578113912864084e-06
110,1.9930843404973106e-05
111,7.269882904738956e-05
112,1.941563457053293e-08
113,0.017134058293844654
114,1.9926506353981616e-06
115,0.0005143303027065417
116,0.0007601228489147814
117,0.0014034309018087728
118,0.00236548168700379
119,0.00691933086385086
120,3.821431637462174e-05
121,1.0913034153810799e-05
122,1.9210357909933018e-05
123,0.00028101857506933163
124,1.9241081388603484e-07
125,0.0026910041672252483
126,2.5726806086821378e-09
127,1.4659453032825062e-10
128,0.00031169946438438953
129,0.0023882030385718924
130,0.0013326768957192278
131,0.013895165679844858
132,0.0006911858031685296
133,0.0008233340346809493
134,5.78586123831607e-07
135,5.348600550941032e-07
136,4.3498743107269305e-05
137,0.0003473029923769051
138,0.0014272176892999905
139,2.1325560167512432e-08
140,0.0007908485522678648
141,1.3639679297380988e-11
142,0.00021784204202200617
143,0.00041906951342097565
144,0.0010400154015712793
145,4.943323734087877e-11
146,0.013270446281115445
147,0.0004886888601012039
148,0.0006800481459465993
149,0.0005136839218455949
150,0.05936879623795355
151,1.3430736654347901e-07
152,0.028189117968446767
153,0.0013631073733585833
154,0.0023571034203753367
155,3.978354102651992e-06
156,1.2965377164267192e-05
157,7.286942839095214e-05
158,4.3498743107269305e-05
159,6.671137741025501e-09
160,1.9210357909933018e-05
161,0.0014843884741644522
162,4.4796431761619475e-05
163,1.2677544556191847e-05
164,0.0012149901011079252
165,2.827241897033924e-09
166,8.501094133939862e-06
167,0.0025887223993955365
168,0.0005136839218455949
169,0.0003611208297468689
170,7.535301266443368e-05
171,0.0008706332781190944
172,3.0437590976811887e-05
173,3.125032952035558e-05
174,5.569729325167247e-05
175,0.1320487514567609
176,0.0006769236234658287
177,0.007126531553835217
178,2.382437642643537e-09
179,5.513556628533136e-06
180,0.00010125208395263338
181,0.00024643117968418493
182,0.04863783809300662
183,6.11615882817201e-05
184,8.351763359620837e-08
185,7.321647117951278e-05
186,5.94338567898375e-06
187,3.9131266990957465e-07
188,4.524609805975292e-09
189,0.00111991997983329
190,1.0848011485202202e-06
191,0.00032611088663471086
192,0.00011333475859929603
193,0.0008189519286189862
194,0.03245065303570836
195,0.00015591910138748507
196,2.5045090014668965e-11
197,0.0003010871841388132
198,0.0018142539909991708
199,0.005069459158825178
200,3.7112626443562784e-07
201,4.3535405997485826e-07
202,0.02363639038642652
203,2.5726806086821378e-09
204,0.0028834924877926293
205,0.0022809240768090285
206,5.999777289254675e-12
207,2.654139904019695e-05
208,0.05239110917363269
209,3.1903200924521994e-06
210,0.0016610887655181404
211,0.00014174927229729684
212,0.008594023146940329
213,1.0886524796199307e-05
214,0.0172373395734258
215,0.05600345658234933
216,0.0010735987805780374
217,0.016291171122103314
218,0.0003611208297468689
219,0.005986574541811219
220,0.0007473946985222978
221,0.0009104886573207568
222,0.00010056504086914116
223,0.01429528391091481
224,0.0003611208297468689
225,0.03257961090080385
226,0.003881707182365712
227,0.0006244356072266605
228,1.1311602816014701e-05
229,6.98737808757994e-05
230,0.00033472659333248745
231,5.322690683855534e-07
232,2.1412540149202063e-05
233,2.221732422376151e-05
234,0.010384686325266538
235,4.69846250492085e-06
236,0.005160420004810462
237,0.0006838196225524311
238,0.0006911858031685296
239,1.9210357909933018e-05
240,0.004586824423671831
241,8.351763359620837e-08
242,4.332627281724935e-09
243,2.335984923445144e-10
244,2.4877973229868947e-05
245,6.0321143755447745e-05
246,2.9662169438159054e-07
247,0.04420749099233297
248,9.140147377470267e-05
249,1.1267204181934056e-07
250,2.2570260915944316e-05
251,0.07781904420643755
252,0.00016397405213226145
253,1.924205001713148e-05
254,0.03257961090080385
255,3.397378498843771e-05
256,4.803463591575142e-12
257,0.0017999740055146566
258,0.005073136308748963
259,0.0013807730863064907
260,0.026020362336012758
261,3.3876712839413655e-05
262,0.05239110917363269
263,5.209259270408364e-05
264,0.0005136839218455949
265,0.0008113516131731852
266,7.692994055841234e-07
267,2.4753151516440367e-16
268,2.0402407104919567e-07
269,4.718524819218508e-05
270,9.238375853430888e-05
271,2.9460578594490712e-06
272,0.00032691405625449735
273,3.0502057314375556e-05
274,0.0010625472989176299
275,0.0017946827164562788
276,1.8681418796927345e-09
277,0.0003218267132365011
278,0.011184026845101384
279,1.4087442525112267e-06
280,0.0008964745597246078
281,2.6440782564785394e-06
282,0.0005050881993764747
283,0.0007794267644345902
284,3.4188096478850065e-08
285,2.2398353888093774e-05
286,8.678758060499416e-12
287,0.0006151673998848677
288,3.470040625527022e-07
289,0.0001054915385296723
290,7.520797238088922e-08
291,0.06067325685020747
292,0.00019834913475672253
293,0.002241876209186028
294,1.0355223304332175e-05
295,4.9561385913620215e-05
296,5.85152271833048e-06
297,0.00021968665913952058
298,5.4610087285488394e-08
299,5.691958715274748e-08
300,5.8086296733493455e-05
301,7.520797238088922e-08
302,1.408750458798165e-06
303,1.0113918085705802e-08
304,0.009184962946617045
305,0.06111498359759536
306,7.333175403386569e-06
307,0.000910430738193903
308,0.0014050333013050395
309,0.0008266721024073134
310,1.575563347952946e-05
311,0.002707913028657094
312,0.010315500348701217
313,0.007589422239404694
314,2.4430309943235192e-05
315,7.903559350323326e-06
316,5.0811899727305326e-08
317,0.0015646323687089456
318,9.185998323674174e-05
319,8.379475179294373e-05
320,8.080705538572066e-08
321,0.001575764999172947
322,2.6496390476797823e-05
323,4.516161068035743e-05
324,0.005390498005685816
325,0.013481752645716086
326,0.0017908089645962454
327,1.0878338989454383e-05
328,0.0022739702443214022
329,1.9210357909933018e-05
330,3.058733073220816e-06
331,0.011839065563369637
332,0.015425393128516863
333,0.19294696642753925
334,9.452497436915511e-06
335,0.00014901358026886242
336,0.0010775976209896794
337,0.020678269547698355
338,0.013633096060757795
339,3.516399285772472e-06
340,0.0014403973987440182
341,2.089108231380299e-06
342,0.0016997051638339587
343,0.000683870626679078
344,0.002240239275967948
345,0.00164681136395419
346,0.003161503507222734
347,0.41346045377863544
348,3.548530073221622e-06
349,2.338954496195542e-06
350,0.005554836757277876
351,0.00018680119940812494
352,0.02241235111947736
353,0.014962552390475671
354,0.0002693424014291978
355,0.0033222326135440663
356,0.004370718070744568
357,1.582210694152237e-05
358,4.943323734087877e-11
359,0.04420749099233297
360,1.110306247238228e-06
361,0.06723824547294478
362,0.03717426461987935
363,0.0012044368150468754
364,0.014980181969395457
365,3.2056321658450327e-11
366,1.9109778071038565e-11
367,7.494626395069007e-10
368,0.001020486986121517
369,0.0035410531005977556
370,0.00012504150539439097
371,0.0006911858031685296
372,1.8387741572131125e-06
373,1.2780395014129377e-09
374,1.205241090657002e-10
375,0.000509802223288379
376,0.003923966200626591
377,4.503565945268435e-05
378,1.1807085270676141e-09
379,1.0448109912247806e-06
380,0.00031169946438438953
381,0.00014901358026886242
382,0.0014727278727438347
383,2.174620410077885e-07
384,0.0011050711440487072
385,0.0007607836835109975
386,2.1038947361456858e-05
387,0.00023491255674368776
388,0.0008718624052049017
389,1.4656067999995657e-05
390,0.00038714774196137213
391,4.472703249083834e-08
392,7.014943656840672e-05
393,0.0006911858031685296
394,3.331816972386298e-08
395,9.534312194154208e-05
396,2.4554490891758763e-05
397,1.8217543495995783e-07
398,9.71115938701455e-05
399,1.438700305304733e-11
400,2.468977449079056e-06
401,6.688826946204877e-11
402,2.7954103655418992e-06
403,2.8815214438980042e-06
404,0.09238876155697211
405,3.176470650115542e-05
406,0.0019517473496092738
407,0.000976583306673158
408,3.331816972386298e-08
409,0.0004777745353401567
410,1.9018914291717185e-05
411,2.5979157892052155e-05
412,0.0001472281772380762
413,0.00046061617951707347
414,1.7083874267681966e-10
415,4.0785264598175744e-12
416,0.0011463893987381265
417,0.0015035175067076964
418,3.175923429696212e-10
419,1.880899442620372e-08
420,5.358438133488782e-05
421,0.0005114857370738353
422,0.0006911858031685296
423,2.6890868774921866e-10
424,0.00028326662251986813
425,1.5799644978943187e-10
426,0.758682476771174
427,1.3994959584736623e-08
428,5.3494092481096575e-12
429,0.08903995719122464
430,1.9210357909933018e-05
431,8.351763359620837e-08
432,0.005707663728674263
433,2.5091599410518826e-07
434,0.00020246797133531666
435,0.00015903289201520113
436,0.00014606403663439927
437,0.002096779005817127
438,0.00156747424038253
439,0.0020039654782807144
440,1.938095147959817e-13
441,0.00026908725919986924
442,4.6129970415338355e-05
443,2.2125608666422886e-05
444,0.00035058553164074525
445,0.007763824249292228
446,0.0008652092752300266
447,6.38712031467406e-07
448,0.010628970541531288
449,0.005707528721936034
450,8.332830387921847e-05
451,0.00014788982786771414
452,0.0009788988706086869
453,3.75347497960719e-05
454,1.7135482205655288e-09
455,9.90220151729581e-05
456,1.1155047736129329e-07
457,0.00031805728198929276
458,1.1116027839907e-06
459,0.0006032011052872901
460,0.06270856287137005
461,0.00031169946438438953
462,1.3678341729326678e-07
463,1.3081467366198801e-08
464,0.000685791072530812
465,0.0015910732969655534
466,1.0448109912247806e-06
467,0.00010002277672958611
468,3.426599365971545e-06
469,0.0032564812771147442
470,0.005498325269906541
471,0.009553669602538456
472,3.227937405546656e-10
473,0.0003611208297468689
474,5.0857906923315e-08
475,0.01320233243408536
476,2.41346433413534e-10
477,0.0005995458486476732
478,6.406620165940697e-05
479,0.36343977244125986
480,3.821315063494497e-06
481,0.003791891041604222
482,0.009869154237981915
483,0.0022261191175452517
484,0.000558305928111463
485,0.0074526802706851416
486,1.0711023815570077e-05
487,0.0010745244159173829
488,1.5963539304910723e-05
489,0.00018588080583436216
490,8.349917188381457e-08
491,0.0023743091441829527
492,0.00033164343359827286
493,0.00014901358026886242
494,4.314415207972022e-07
495,2.6237307598747862e-06
496,0.019003230208716172
497,0.00010466668979076616
498,0.0012938549733133838
499,1.1678621125776654e-16
500,0.0010407935742656536
501,0.07224950111102081
502,0.06406375204415042
503,0.022895081725686838
504,0.00015919615624628293
505,2.4007810614744897e-05
506,5.235600844894086e-07
507,0.0004760568572517186
508,6.826741518698419e-05
509,1.5137338370816902e-07
510,0.0008346167053733399
511,1.938095147959817e-13
512,5.467219547449877e-05
